time,hy_grad,avg_flux,Sensor(-0.55m),Sensor(-0.45m),Sensor(-0.35m),Sensor(-0.25m),Sensor(-0.15m),Sensor(-0.05m)
4/18/2017 18:59,-0.005221088,0.004167727,0.004512861,0.004478553,0.004427468,0.004352134,0.004170608,0.002696905
4/18/2017 19:59,-0.011921769,0.010319251,0.01117172,0.01108798,0.0109628,0.0107775,0.01032899,0.006678935
4/18/2017 20:59,-0.018401361,0.016265871,0.0176085,0.01747719,0.01728061,0.01698915,0.01628248,0.01052842
4/18/2017 21:59,-0.028452381,0.025443779,0.02754255,0.02733812,0.02703162,0.02657648,0.02547126,0.01646985
4/18/2017 22:59,-0.045289116,0.040798503,0.0441607,0.04383502,0.04334562,0.04261741,0.04084584,0.02641131
4/18/2017 23:59,-0.058316327,0.05262239,0.05694404,0.05653314,0.05591078,0.05497944,0.05270017,0.03407962
4/19/2017 0:59,-0.066054422,0.059588601,0.06444358,0.06400147,0.06331919,0.0622854,0.05972078,0.03862879
4/19/2017 1:59,-0.071496599,0.064439337,0.06964144,0.06919169,0.06848157,0.06738965,0.06463717,0.04182061
4/19/2017 2:59,-0.063112245,0.056732826,0.06133194,0.06092513,0.06028906,0.05931705,0.05688476,0.03679995
4/19/2017 3:59,-0.060697279,0.054488743,0.05889996,0.05851288,0.05790543,0.056975,0.05464141,0.03535016
4/19/2017 4:59,-0.050833333,0.045498106,0.04920023,0.04886622,0.04834829,0.04756103,0.04560395,0.02949875
4/19/2017 5:59,-0.056819728,0.05087207,0.05498875,0.05462857,0.05406249,0.05319466,0.05101649,0.03300538
4/19/2017 6:59,-0.051785714,0.046280247,0.05003956,0.04970373,0.04918064,0.04838332,0.04639523,0.03001205
4/19/2017 7:59,-0.044081633,0.039290244,0.04248855,0.04219953,0.04175155,0.04107089,0.03938001,0.02547248
4/19/2017 8:59,-0.040510204,0.036031367,0.0389691,0.0387013,0.03828774,0.03766089,0.03610828,0.02335524
4/19/2017 9:59,-0.037380952,0.033190837,0.03590091,0.03565189,0.0352686,0.03468892,0.03325719,0.02151048
4/19/2017 10:59,-0.03414966,0.030251826,0.03272691,0.03249698,0.03214465,0.03161343,0.03030661,0.0196013
4/19/2017 11:59,-0.035136054,0.031147703,0.03369368,0.03345822,0.03309668,0.03255093,0.031207,0.02018476
4/19/2017 12:59,-0.040510204,0.035980399,0.03891101,0.03864492,0.03823306,0.03760825,0.03606104,0.02332733
4/19/2017 13:59,-0.03122449,0.02758567,0.02984374,0.02963312,0.02931078,0.02882543,0.02763463,0.01787431
4/19/2017 14:59,-0.02755102,0.024265596,0.02626183,0.02607063,0.02578121,0.02534873,0.02429734,0.0157139
4/19/2017 15:59,-0.032006803,0.02828108,0.03059502,0.03037938,0.03004913,0.02955196,0.02833285,0.01832723
4/19/2017 16:59,-0.023231293,0.020363619,0.02204515,0.02188081,0.02163405,0.02126756,0.02038323,0.01318176
4/19/2017 17:59,-0.022465986,0.019662176,0.02128582,0.02112701,0.02088863,0.02053476,0.01968123,0.01272792
4/19/2017 18:59,-0.024846939,0.021806467,0.02360637,0.02343058,0.02316663,0.02277474,0.02182873,0.01411678
4/19/2017 19:59,-0.028248299,0.024883131,0.02692952,0.02673323,0.02643634,0.02599336,0.02491722,0.01611566
4/19/2017 20:59,-0.028503401,0.025103841,0.02716399,0.02696852,0.02667155,0.02622712,0.02514329,0.01626276
4/19/2017 21:59,-0.030697279,0.027077207,0.02929143,0.02908522,0.02876948,0.0282945,0.02712878,0.01754864
4/19/2017 22:59,-0.029727891,0.026195259,0.028337,0.02813775,0.02783255,0.02737327,0.02624551,0.01697726
4/19/2017 23:59,-0.0275,0.024174311,0.02615381,0.0259682,0.02568486,0.02525938,0.02421721,0.01566447
4/20/2017 0:59,-0.019336735,0.016816599,0.01820506,0.01806927,0.01786558,0.01756332,0.01683323,0.01088564
4/20/2017 1:59,-0.014438776,0.012400835,0.01342576,0.01332502,0.01317419,0.01295071,0.01241188,0.008026322
4/20/2017 2:59,-0.018860544,0.016394816,0.01774768,0.01761566,0.01741749,0.01712337,0.01641207,0.01061333
4/20/2017 3:59,-0.018520408,0.016083681,0.01741056,0.01728122,0.01708701,0.01679871,0.01610097,0.01041211
4/20/2017 4:59,-0.016241497,0.014026264,0.01518427,0.015071,0.01490117,0.01464929,0.01404031,0.009079258
4/20/2017 5:59,-0.031343537,0.02763435,0.0298926,0.02968303,0.02936194,0.02887856,0.02768879,0.01791005
4/20/2017 6:59,-0.01994898,0.017367093,0.01879998,0.01866035,0.01845076,0.01813948,0.01738547,0.01124223
4/20/2017 7:59,-0.025901361,0.022710101,0.02457507,0.02439764,0.02412865,0.0237264,0.02274415,0.01470931
4/20/2017 8:59,-0.030629252,0.026961164,0.02916088,0.02895871,0.02864766,0.02817792,0.027018,0.01747673
4/20/2017 9:59,-0.026428571,0.023173584,0.02506934,0.02489268,0.02462242,0.02421578,0.0232165,0.0150167
4/20/2017 10:59,-0.022619048,0.01974875,0.02137318,0.02121746,0.02098199,0.02063048,0.0197751,0.012789
4/20/2017 11:59,-0.036921769,0.032622021,0.03527272,0.03503444,0.0346641,0.03410123,0.03270324,0.021158
4/20/2017 12:59,-0.038809524,0.034307511,0.03709205,0.03684326,0.03645549,0.03586506,0.03439648,0.02225468
4/20/2017 13:59,-0.032040816,0.028216099,0.03051011,0.03030323,0.02998197,0.02949407,0.0282848,0.01829995
4/20/2017 14:59,-0.043639456,0.038635257,0.04173763,0.04147669,0.04105891,0.04041206,0.03877403,0.02509606
4/20/2017 15:59,-0.035272109,0.031106011,0.03363161,0.03340539,0.03305301,0.03251683,0.03118574,0.02017817
4/20/2017 16:59,-0.028265306,0.02479336,0.02680978,0.02662748,0.02634454,0.02591517,0.02485305,0.01608046
4/20/2017 17:59,-0.018571429,0.016085577,0.01740132,0.01727868,0.01709067,0.01680782,0.01611559,0.01042591
4/20/2017 18:59,-0.021955782,0.019117081,0.0206767,0.0205331,0.0203119,0.01997816,0.01915782,0.01239491
4/20/2017 19:59,-0.015357143,0.013202929,0.01429235,0.01418597,0.01402609,0.01378887,0.01321692,0.008548456
4/20/2017 20:59,-0.013027211,0.011096757,0.01201419,0.01192368,0.01178821,0.0115879,0.0111065,0.007183136
4/20/2017 21:59,-0.001241497,0.000490221,0.000535897,0.000529112,0.000520108,0.000508178,0.000484297,0.000312837
4/20/2017 22:59,-0.00755102,0.006188502,0.00670168,0.006650257,0.006573712,0.006461183,0.006192199,0.004004773
4/20/2017 23:59,0.013197279,-0.012597889,-0.01363993,-0.01354078,-0.01338957,-0.01316112,-0.01260429,-0.008145864
4/21/2017 0:59,0.012857143,-0.012309417,-0.01332887,-0.0132308,-0.01308168,-0.0128576,-0.01231497,-0.007959899
4/21/2017 1:59,0.038231293,-0.035541554,-0.03849059,-0.03820059,-0.03776404,-0.03711552,-0.03555524,-0.02298549
4/21/2017 2:59,0.043129252,-0.040188349,-0.04351998,-0.04319012,-0.04269673,-0.0419672,-0.0402104,-0.02599783
4/21/2017 3:59,0.046768707,-0.043709561,-0.04732821,-0.04696949,-0.04643521,-0.04564618,-0.04374093,-0.02828211
4/21/2017 4:59,0.047789116,-0.04479809,-0.04850061,-0.04813513,-0.04759126,-0.0467869,-0.04483795,-0.02899232
4/21/2017 5:59,0.045459184,-0.042731263,-0.04625825,-0.04591205,-0.04539632,-0.04463183,-0.04277456,-0.02765829
4/21/2017 6:59,0.030816327,-0.029193963,-0.03160311,-0.03136704,-0.03101517,-0.03049302,-0.02922387,-0.01889594
4/21/2017 7:59,0.031768707,-0.03012437,-0.03260893,-0.03236666,-0.03200474,-0.03146659,-0.03015626,-0.01949817
4/21/2017 8:59,0.03212585,-0.030472919,-0.03298631,-0.03274213,-0.03237653,-0.03183189,-0.03050422,-0.01972183
4/21/2017 9:59,0.028537415,-0.027156,-0.02939766,-0.02917998,-0.02885363,-0.028367,-0.0271809,-0.01757163
4/21/2017 10:59,0.036751701,-0.034855776,-0.03773464,-0.03745561,-0.03703629,-0.03641029,-0.03488489,-0.0225507
4/21/2017 11:59,0.042772109,-0.040550829,-0.04390353,-0.04357801,-0.0430884,-0.04235766,-0.04058004,-0.02623112
4/21/2017 12:59,0.027670068,-0.026482423,-0.028675,-0.02846122,-0.02813995,-0.02766092,-0.0264976,-0.01712695
4/21/2017 13:59,0.021139456,-0.020420063,-0.02211204,-0.02194675,-0.02169841,-0.02132823,-0.02043,-0.0132045
4/21/2017 14:59,0.018010204,-0.017509669,-0.01896081,-0.01881912,-0.01860609,-0.01828845,-0.01751766,-0.0113219
4/21/2017 15:59,0.00462585,-0.004945544,-0.005355802,-0.005315599,-0.005255291,-0.005165369,-0.004947397,-0.003197076
4/21/2017 16:59,0.003010204,-0.003434424,-0.003718511,-0.00369106,-0.003649669,-0.003587675,-0.003436696,-0.002220897
4/21/2017 17:59,-0.007636054,0.006550337,0.007091088,0.007038167,0.006958892,0.006841459,0.006556829,0.004240146
4/21/2017 18:59,-0.011564626,0.010219291,0.01106282,0.01098032,0.01085675,0.01067362,0.01022962,0.006614926
4/21/2017 19:59,-0.021598639,0.019558873,0.02117147,0.02101466,0.02077937,0.02042992,0.01958085,0.01266169
4/21/2017 20:59,-0.024353741,0.022099403,0.02392141,0.02374437,0.02347866,0.02308381,0.02212419,0.01430601
4/21/2017 21:59,-0.026853741,0.024392594,0.02640322,0.02620819,0.02591528,0.02547965,0.02442034,0.0157906
4/21/2017 22:59,-0.037585034,0.034329276,0.03715636,0.03688354,0.03647296,0.03586127,0.03437119,0.02222517
4/21/2017 23:59,-0.035289116,0.032129559,0.03477587,0.03452048,0.03413611,0.03356329,0.03216817,0.02080038
4/22/2017 0:59,-0.034370748,0.031210053,0.03377873,0.03353188,0.03315967,0.03260421,0.03124964,0.02020677
4/22/2017 1:59,-0.030170068,0.027274533,0.02952126,0.02930448,0.02897814,0.0284916,0.0273068,0.01765665
4/22/2017 2:59,-0.024982993,0.022456447,0.02430697,0.02412815,0.0238591,0.0234581,0.02248219,0.0145368
4/22/2017 3:59,-0.020034014,0.017871776,0.01934525,0.01920255,0.01898802,0.01866847,0.01789135,0.01156815
4/22/2017 4:59,-0.024030612,0.021531599,0.02330551,0.02313435,0.02287666,0.02249243,0.02155672,0.01393825
4/22/2017 5:59,-0.020510204,0.018268506,0.01977412,0.01962863,0.01940973,0.01908343,0.01828916,0.01182526
4/22/2017 6:59,-0.02547619,0.022815596,0.02469448,0.02451365,0.02424114,0.02383447,0.02284309,0.01476995
4/22/2017 7:59,-0.018588435,0.016455789,0.01781221,0.01768111,0.01748385,0.01718979,0.01647408,0.01065157
4/22/2017 8:59,-0.014965986,0.013125489,0.01420806,0.01410314,0.01394541,0.01371044,0.01313926,0.00849538
4/22/2017 9:59,-0.010663265,0.009163878,0.009920927,0.009847005,0.009736153,0.009571339,0.009171994,0.005930228
4/22/2017 10:59,-0.005969388,0.004868874,0.005272652,0.00523254,0.005172728,0.005084209,0.004871267,0.003149484
4/22/2017 11:59,0.007193878,-0.007260046,-0.007857064,-0.007801188,-0.007715872,-0.007586911,-0.007268531,-0.004697929
4/22/2017 12:59,0.003027211,-0.003405793,-0.003684923,-0.003659251,-0.003619783,-0.003559783,-0.00341096,-0.002204665
4/22/2017 13:59,0.013027211,-0.012666371,-0.01371295,-0.01361286,-0.01346092,-0.01323255,-0.01267529,-0.008192414
4/22/2017 14:59,0.005986395,-0.006161865,-0.006670627,-0.006622236,-0.006548609,-0.006437736,-0.006166663,-0.003985389
4/22/2017 15:59,0.010629252,-0.010484521,-0.01135225,-0.01126881,-0.01114226,-0.01095239,-0.01049017,-0.006779545
4/22/2017 16:59,0.008044218,-0.008086947,-0.008756492,-0.008692011,-0.008594248,-0.008447607,-0.008091086,-0.005228983
4/22/2017 17:59,0.016683673,-0.016161771,-0.01750175,-0.01737137,-0.01717439,-0.01688023,-0.0161682,-0.01045008
4/22/2017 18:59,0.010833333,-0.010717414,-0.01160571,-0.01151918,-0.01138852,-0.01119355,-0.01072235,-0.006930719
4/22/2017 19:59,0.011921769,-0.011742828,-0.01271587,-0.01262077,-0.01247741,-0.01226397,-0.01174895,-0.007595139
4/22/2017 20:59,0.003180272,-0.003588153,-0.003885343,-0.003856461,-0.003812742,-0.003747437,-0.003590183,-0.002320871
4/22/2017 21:59,-0.000119048,-0.00050238,-0.000544233,-0.000540314,-0.00053415,-0.000524668,-0.000502238,-0.000324384
4/22/2017 22:59,2.82E-03,-0.003263265,-0.003533035,-0.00350697,-0.003467419,-0.003408318,-0.003265785,-0.00211151
4/22/2017 23:59,0.001666667,-0.002168885,-0.002347796,-0.002330752,-0.002304687,-0.002265569,-0.002170988,-0.001403763
4/23/2017 0:59,0.006054422,-0.00627377,-0.006792061,-0.006741673,-0.006665665,-0.006552607,-0.006279346,-0.004060322
4/23/2017 1:59,0.00920068,-0.009223394,-0.009985152,-0.009910881,-0.009799183,-0.009633332,-0.009232032,-0.005969711
4/23/2017 2:59,-0.00202381,0.001277779,0.00138351,0.001372794,0.001357228,0.00133444,0.001278888,0.000826733
4/23/2017 3:59,-0.013129252,0.011607366,0.01256367,0.01247068,0.01233175,0.01212542,0.01162126,0.007513862
4/23/2017 4:59,-0.017278912,0.015442454,0.01671488,0.01659128,0.01640642,0.01613166,0.01546063,0.009996116
4/23/2017 5:59,-0.020680272,0.018557459,0.02008614,0.01993803,0.01971615,0.01938604,0.01857967,0.01201278
4/23/2017 6:59,-0.019421769,0.017377833,0.01880944,0.0186708,0.018463,0.01815372,0.01739843,0.01124898
4/23/2017 7:59,-0.00829932,0.007079539,0.007664423,0.007606985,0.007521409,0.00739449,0.007085964,0.004581003
4/23/2017 8:59,-0.015578231,0.01377596,0.01491122,0.01480122,0.01463629,0.01439074,0.01379172,0.008917093
4/23/2017 9:59,-0.005408163,0.004382338,0.004745192,0.004709222,0.004655782,0.004576689,0.004385271,0.002835056
4/23/2017 10:59,-0.000833333,0.000153582,0.000168543,0.000165999,0.000162855,0.000158815,0.000150915,9.72658E-05
4/23/2017 11:59,0.005459184,-0.005690964,-0.006159003,-0.006114929,-0.006047832,-0.005946821,-0.00569789,-0.003683015
4/23/2017 12:59,0.001054422,-0.001581572,-0.001710247,-0.001698813,-0.001681004,-0.001653737,-0.001585262,-0.001024632
4/23/2017 13:59,0.00670068,-0.006854146,-0.007419249,-0.007365659,-0.007284217,-0.007161619,-0.006860561,-0.004433969
4/23/2017 14:59,-0.001105442,0.000413934,0.000450159,0.000445649,0.000439415,0.000430799,0.000411725,0.000266328
4/23/2017 15:59,-0.00202381,0.001279161,0.001386817,0.001375298,0.001358583,0.001334458,0.001277849,0.000826387
4/23/2017 16:59,-0.005697279,0.004670295,0.005057241,0.005018654,0.004961281,0.004876738,0.004673259,0.003022034
4/23/2017 17:59,-0.014472789,0.01277842,0.01383235,0.01372951,0.01357541,0.01334685,0.01279249,0.008272503
4/23/2017 18:59,-0.022227891,0.01992783,0.02156913,0.0214101,0.02117118,0.02081602,0.01995247,0.01290278
4/23/2017 19:59,-0.022534014,0.020175323,0.02183672,0.02167593,0.02143426,0.0210748,0.02020054,0.01306317
4/23/2017 20:59,-0.029608844,0.026667119,0.02886125,0.02864985,0.02833158,0.02785745,0.02670255,0.01726802
4/23/2017 21:59,-0.025595238,0.02293776,0.0248261,0.02464374,0.02436941,0.0239609,0.02296689,0.01485205
4/23/2017 22:59,-0.037329932,0.033635431,0.03638466,0.03612889,0.03573806,0.03514981,0.03370091,0.02179791
4/23/2017 23:59,-0.027602041,0.02467569,0.02670642,0.02651077,0.02621612,0.02577691,0.0247077,0.01597785
4/24/2017 0:59,-0.025697279,0.022904726,0.02478988,0.02460821,0.0243346,0.02392676,0.02293421,0.01483101
4/24/2017 1:59,-0.016887755,0.014827983,0.01605015,0.01593157,0.01575341,0.01548833,0.01484497,0.009599663
4/24/2017 2:59,-0.001207483,0.000482791,0.000526873,0.000520631,0.000512333,0.000501198,0.000478121,0.000308696
4/24/2017 3:59,-0.006870748,0.005674412,0.006144112,0.006097571,0.00602817,0.005925615,0.005678578,0.003671917
4/24/2017 4:59,0.011802721,-0.011501797,-0.01244965,-0.01235991,-0.0122232,-0.01201705,-0.01151301,-0.007442431
4/24/2017 5:59,0.004710884,-0.004962205,-0.005370329,-0.005332076,-0.005273512,-0.005184948,-0.004968092,-0.00321174
4/24/2017 6:59,0.008061224,-0.008052019,-0.008716161,-0.008652855,-0.008556533,-0.008411777,-0.008059534,-0.005210365
4/24/2017 7:59,0.00707483,-0.007167181,-0.0077586,-0.007702043,-0.007616084,-0.007487118,-0.007173679,-0.004637709
4/24/2017 8:59,0.002993197,-0.003386346,-0.003665434,-0.00363898,-0.0035986,-0.003537824,-0.003389813,-0.002191395
4/24/2017 9:59,0.002057823,-0.002527982,-0.002735968,-0.002716462,-0.002686554,-0.00264139,-0.00253099,-0.001636138
4/24/2017 10:59,0.000918367,-0.001459878,-0.001579301,-0.001568486,-0.001551661,-0.00152597,-0.001462436,-0.000945262
4/24/2017 11:59,-0.003163265,0.002302634,0.002493646,0.002474412,0.002445978,0.002404259,0.0023038,0.001489864
4/24/2017 12:59,-0.01255102,0.010912345,0.01181203,0.01172437,0.01159303,0.01139819,0.01092472,0.007064583
4/24/2017 13:59,-0.011207483,0.009690594,0.01049045,0.01041211,0.01029493,0.01012132,0.009700469,0.006272926
4/24/2017 14:59,-0.01414966,0.012365622,0.01338618,0.01328629,0.0131368,0.01291522,0.01237836,0.008004683
4/24/2017 15:59,-0.022329932,0.019857557,0.0214934,0.02133471,0.02109639,0.02074221,0.01988171,0.01285728
4/24/2017 16:59,-0.027414966,0.024476167,0.02649079,0.02629617,0.02600341,0.02556771,0.02450793,0.01584936
4/24/2017 17:59,-0.031615646,0.028274124,0.03060037,0.03037616,0.03003856,0.02953567,0.02831192,0.01830965
4/24/2017 18:59,-0.029540816,0.026341371,0.02850904,0.02829996,0.02798518,0.02751631,0.02637601,0.01705768
4/24/2017 19:59,-0.030068027,0.026797487,0.0289955,0.02878706,0.02847096,0.02799782,0.02684097,0.01736011
4/24/2017 20:59,-0.030612245,0.027246926,0.02947488,0.02926704,0.02894962,0.02847225,0.02729907,0.01765812
4/24/2017 21:59,-0.034183673,0.030467994,0.03294839,0.03272243,0.03237377,0.03184587,0.03053885,0.01975639
4/24/2017 22:59,-0.021819728,0.019210373,0.02079311,0.0206397,0.02040903,0.02006577,0.01923328,0.01243831
4/24/2017 23:59,-0.031020408,0.02753854,0.02978245,0.02957709,0.02926073,0.02878239,0.0276003,0.01785509
4/25/2017 0:59,-0.027517007,0.024338796,0.02632517,0.02614186,0.02586042,0.02543585,0.02438966,0.0157774
4/25/2017 1:59,-0.033503401,0.029733407,0.03214948,0.0319317,0.03159397,0.03108111,0.02980776,0.01928473
4/25/2017 2:59,-0.028554422,0.025232754,0.02728683,0.02709991,0.02681117,0.02637384,0.0252915,0.01636206
4/25/2017 3:59,-0.034404762,0.030495443,0.03296966,0.0327486,0.03240442,0.03188045,0.03057598,0.01978257
4/25/2017 4:59,-0.045017007,0.040059443,0.04326896,0.04300225,0.04257353,0.04190756,0.0402119,0.02602669
4/25/2017 5:59,-0.042210884,0.037471711,0.04047397,0.04022459,0.0398236,0.03920053,0.03761406,0.02434524
4/25/2017 6:59,-0.041496599,0.036795994,0.0397402,0.03949767,0.03910617,0.03849642,0.03694017,0.0239101
4/25/2017 7:59,-0.038979592,0.03449751,0.03726161,0.0370321,0.03666287,0.03608902,0.03462823,0.02241287
4/25/2017 8:59,-0.039302721,0.034783686,0.03756579,0.03733723,0.03696768,0.03639165,0.03492113,0.02260401
4/25/2017 9:59,-0.039727891,0.035143759,0.03795142,0.03772233,0.03735069,0.03677033,0.03528636,0.02284175
4/25/2017 10:59,-0.040442177,0.035766946,0.03862032,0.03838943,0.03801337,0.03742475,0.03591681,0.02325157
4/25/2017 11:59,-0.028231293,0.024784117,0.02679627,0.02661607,0.0263353,0.02590796,0.02484768,0.01607794
4/25/2017 12:59,-0.023639456,0.020636513,0.02231384,0.02216261,0.02192753,0.02157046,0.02068732,0.01338624
4/25/2017 13:59,-0.026547619,0.023249534,0.02513722,0.02496778,0.02470389,0.02430274,0.02330942,0.01508379
4/25/2017 14:59,-0.014438776,0.012358962,0.0133686,0.01327504,0.01313105,0.01291413,0.01238341,0.008012964
4/25/2017 15:59,-0.008061224,0.006634032,0.007186004,0.007130045,0.007046891,0.006924759,0.006635348,0.004291982
4/25/2017 16:59,-0.007278912,0.005929817,0.006423262,0.006373118,0.006298639,0.006189458,0.005931021,0.00383664
4/25/2017 17:59,0.006853741,-0.006853889,-0.007418982,-0.007367074,-0.007286964,-0.007163953,-0.006858455,-0.004429942
4/25/2017 18:59,0.013945578,-0.013355368,-0.01446407,-0.01435834,-0.01419662,-0.01395156,-0.01335598,-0.008629115
4/25/2017 19:59,0.021139456,-0.020001914,-0.02166673,-0.02150418,-0.0212574,-0.02088785,-0.02000017,-0.01292537
4/25/2017 20:59,0.036122449,-0.033943163,-0.03676917,-0.036488,-0.03606554,-0.03544018,-0.03394429,-0.02194267
4/25/2017 21:59,0.038452381,-0.036330469,-0.03935066,-0.03904797,-0.0385968,-0.03793256,-0.03634052,-0.02349532
4/25/2017 22:59,0.039217687,-0.037242643,-0.04033275,-0.04002276,-0.03956313,-0.0388874,-0.03726165,-0.02409289
4/25/2017 23:59,0.046122449,-0.043936549,-0.04757356,-0.04721057,-0.04667344,-0.04588236,-0.04396947,-0.02843127
4/26/2017 0:59,0.032517007,-0.031268094,-0.03385361,-0.03359657,-0.03321616,-0.03265485,-0.03129471,-0.02023562
4/26/2017 1:59,0.041683673,-0.04006418,-0.04337055,-0.04304493,-0.04256168,-0.04184603,-0.04010532,-0.025933
4/26/2017 2:59,0.028248299,-0.02738511,-0.0296441,-0.02942233,-0.0290927,-0.02860383,-0.02741426,-0.01772659
4/26/2017 3:59,0.017431973,-0.017139541,-0.01855354,-0.01841475,-0.01820834,-0.01790216,-0.01715758,-0.01109437
4/26/2017 4:59,0.001326531,-0.001858641,-0.002014559,-0.001998062,-0.001974101,-0.001939424,-0.001857666,-0.001200883
4/26/2017 5:59,-0.004897959,0.004022457,0.00435123,0.00432064,0.004274236,0.004204083,0.004029984,0.002605795
4/26/2017 6:59,-0.010544218,0.009328434,0.01009486,0.01002174,0.009911731,0.009746775,0.009341336,0.006039564
4/26/2017 7:59,-0.015544218,0.014037219,0.01519156,0.01508098,0.01491476,0.01466593,0.01405549,0.009087426
4/26/2017 8:59,-0.016989796,0.015354365,0.01661749,0.0164963,0.01631417,0.01604169,0.01537384,0.009939806
4/26/2017 9:59,-0.01920068,0.017386247,0.01881642,0.01867926,0.01847301,0.01816448,0.0174085,0.01125552
4/26/2017 10:59,-0.020204082,0.018277811,0.01978138,0.01963715,0.01942021,0.01909575,0.01830121,0.01183292
4/26/2017 11:59,-0.019710884,0.0177908,0.0192543,0.0191139,0.01890266,0.01858679,0.01781366,0.0115179
4/26/2017 12:59,-0.001717687,0.000992771,0.001077049,0.001067779,0.001054579,0.001035447,0.000990808,0.000640015
4/26/2017 13:59,-0.004659864,0.003756739,0.004067899,0.004037096,0.003991298,0.003923322,0.003758906,0.00243012
4/26/2017 14:59,-0.003673469,0.002823656,0.003058042,0.00303462,0.00299989,0.002948466,0.002824609,0.001826162
4/26/2017 15:59,-0.00372449,0.002866605,0.003104531,0.003080764,0.003045483,0.002993266,0.002867597,0.001854108
4/26/2017 16:59,-0.009778912,0.008512269,0.00921408,0.009145972,0.009043756,0.008891503,0.00852137,0.005510299
4/26/2017 17:59,-0.009081633,0.007852099,0.008499658,0.008436684,0.008342249,0.008201729,0.007860375,0.005082858
4/26/2017 18:59,-0.002993197,0.002188599,0.002370909,0.002352325,0.002324945,0.002284734,0.002188663,0.001415111
4/26/2017 19:59,-0.015459184,0.013773603,0.01490713,0.01479789,0.01463355,0.01438857,0.0137913,0.008918131
4/26/2017 20:59,-0.013554422,0.011990618,0.01297797,0.01288255,0.01273918,0.01252563,0.01200536,0.007763078
4/26/2017 21:59,-0.012040816,0.010577378,0.01144863,0.0113643,0.01123767,0.01104916,0.01059007,0.006847818
4/26/2017 22:59,-0.007704082,0.006549753,0.007090792,0.007037688,0.006958398,0.006840816,0.006555782,0.004238822
4/26/2017 23:59,-0.008741497,0.007494274,0.008112663,0.008052281,0.007961947,0.007827807,0.007501994,0.004850702
4/27/2017 0:59,0.008061224,-0.008139029,-0.008807795,-0.008744814,-0.008648819,-0.008504213,-0.008149839,-0.00526952
4/27/2017 1:59,0.01202381,-0.011857275,-0.01283418,-0.0127407,-0.01259908,-0.01238692,-0.01187028,-0.007675053
4/27/2017 2:59,0.015187075,-0.014840325,-0.01606393,-0.01594607,-0.01576803,-0.01550211,-0.01485592,-0.009605715
4/27/2017 3:59,0.012006803,-0.011865042,-0.01284336,-0.01274888,-0.01260633,-0.01239377,-0.01187775,-0.007680401
4/27/2017 4:59,0.002465986,-0.00291202,-0.003152637,-0.003129228,-0.003093917,-0.003041368,-0.002914526,-0.001884627
4/27/2017 5:59,-0.003248299,0.002419742,0.002618465,0.002599452,0.002570915,0.002528281,0.002423362,0.001566754
4/27/2017 6:59,-0.007942177,0.006792686,0.007351547,0.007297885,0.007217195,0.007096707,0.006801483,0.004397302
4/27/2017 7:59,-0.00664966,0.005580997,0.006040841,0.005996394,0.005929747,0.005830366,0.005587403,0.003612139
4/27/2017 8:59,-0.013605442,0.012030126,0.01302079,0.01292545,0.01278205,0.01256795,0.01204446,0.007787002
4/27/2017 9:59,-0.011360544,0.00993356,0.0107524,0.01067324,0.01055435,0.01037701,0.009944358,0.006429219
4/27/2017 10:59,-0.009234694,0.007953106,0.008609371,0.008545637,0.008450033,0.008307568,0.007960874,0.005146975
4/27/2017 11:59,0.00585034,-0.006069309,-0.006567422,-0.006520852,-0.00644979,-0.006342712,-0.006078035,-0.00392919
4/27/2017 12:59,-0.000612245,-5.07E-05,-5.27864E-05,-5.35112E-05,-5.40822E-05,-5.44252E-05,-5.34588E-05,-3.47224E-05
4/27/2017 13:59,0.010527211,-0.010466124,-0.01132924,-0.01124695,-0.0111222,-0.01093484,-0.01047587,-0.006771329
4/27/2017 14:59,0.015136054,-0.014794596,-0.01601615,-0.01589875,-0.01572114,-0.01545509,-0.01480698,-0.009571774
4/27/2017 15:59,0.008826531,-0.008894448,-0.009628966,-0.009558368,-0.009451529,-0.009291522,-0.008901786,-0.005754245
4/27/2017 16:59,0.007687075,-0.007838483,-0.008486114,-0.008423844,-0.008329616,-0.008188492,-0.007844491,-0.005070354
4/27/2017 17:59,0.01372449,-0.013517207,-0.01463481,-0.014527,-0.01436401,-0.01412017,-0.01352654,-0.008743182
4/27/2017 18:59,-0.004965986,0.004040463,0.004374373,0.004341474,0.004292363,0.004219777,0.004043991,0.002615202
4/27/2017 19:59,-0.002823129,0.002030281,0.002199007,0.002181905,0.002156655,0.002119666,0.002030907,0.001313367
4/27/2017 20:59,-0.002789116,0.002012234,0.002179555,0.00216253,0.002137443,0.002100747,0.002012781,0.00130159
4/27/2017 21:59,0.000170068,-0.00076438,-0.000825538,-0.000820674,-0.000812676,-0.000799967,-0.000767362,-0.000496174
4/27/2017 22:59,-0.00202381,0.001304724,0.001413958,0.00140243,0.001385714,0.001361561,0.001304253,0.00084327
4/27/2017 23:59,-0.005748299,0.004771904,0.00516599,0.005127191,0.00506935,0.004983892,0.004776602,0.003088683
4/28/2017 0:59,0.011887755,-0.011813566,-0.01278877,-0.01269472,-0.01255249,-0.01233994,-0.0118243,-0.007645032
4/28/2017 1:59,0.018792517,-0.018347431,-0.01986242,-0.01971542,-0.01949386,-0.01916387,-0.01836429,-0.01187411
